Year,reporting_delay,p
2007,99,2.2582116173379552e-5
2007,100,2.1755431723223256e-5
2007,101,2.0965268839973934e-5
2007,102,2.0209733213889407e-5
2007,103,1.948704346342974e-5
2007,104,1.8795523526929818e-5
2007,105,1.8133595625759642e-5
2007,106,1.7499773751646284e-5
2007,107,1.6892657635111044e-5
2007,108,1.631092715583755e-5
2007,109,1.575333715927227e-5
2007,110,1.5218712646908549e-5
2007,111,1.470594431055493e-5
2007,112,1.4213984383464972e-5
2007,113,1.3741842783544243e-5
2007,114,1.3288583525965487e-5
2007,115,1.2853321384446202e-5
2007,116,1.2435218782187395e-5
2007,117,1.2033482895058248e-5
2007,118,1.1647362951054359e-5
2007,119,1.1276147711369305e-5
2007,120,1.0919163119616525e-5
2007,121,1.0575770106827735e-5
2007,122,1.0245362540849302e-5
2007,123,9.92736530966528e-6
2007,124,9.621232529006009e-6
2007,125,9.326445865358796e-6
2007,126,9.042512966190513e-6
2007,127,8.768965989827584e-6
2007,128,8.505360228019923e-6
2007,129,8.251272814747946e-6
2007,130,8.006301515321624e-6
2007,131,7.770063590268087e-6
2007,132,7.5421947289171706e-6
2007,133,7.322348047972101e-6
2007,134,7.110193150701106e-6
2007,135,6.9054152427054006e-06
2007,136,6.707714300514242e-6
2007,137,6.516804289528615e-6
2007,138,6.332412428085693e-6
2007,139,6.154278494646623e-6
2007,140,5.9821541753228995e-6
2007,141,5.8158024491532615e-6
2007,142,5.654997008724124e-6
2007,143,5.4995217138943015e-6
2007,144,5.349170076539703e-6
2007,145,5.203744774377238e-6
2007,146,5.063057192059112e-6
2007,147,4.926926987852682e-6
2007,148,4.795181684333445e-6
2007,149,4.66765628162537e-6
2007,150,4.544192891819926e-6
2007,151,4.4246403932958155e-6
2007,152,4.3088541037461865e-6
2007,153,4.196695470797631e-6
2007,154,4.0880317791782766e-6
2007,155,3.982735873459762e-6
2007,156,3.880685895460455e-6
2007,157,3.781765035455951e-6
2007,158,3.6858612963968887e-6
2007,159,3.5928672703851302e-6
2007,160,3.502679926705954e-6
2007,161,3.415200410758382e-6
2007,162,3.330333853266247e-6
2007,163,3.247989189190935e-6
2007,164,3.16807898580256e-6
2007,165,3.0905192793991444e-6
2007,166,3.015229420194724e-6
2007,167,2.9421319249263906e-6
2007,168,2.8711523367568193e-6
2007,169,2.802219092074895e-6
2007,170,2.735263393820167e-6
2007,171,2.670219090979174e-6
2007,172,2.607022563922598e-6
2007,173,2.5456126152712402e-6
2007,174,2.485930365997502e-6
2007,175,2.4279191564853847e-6
2007,176,2.3715244522887534e-6
2007,177,2.3166937543418902e-6
2007,178,2.2633765133909083e-6
2007,179,2.2115240484273547e-6
2007,180,2.1610894689179587e-6
2007,181,2.112027600635957e-6
2007,182,2.0642949149103138e-6
2007,183,2.0178494611193683e-6
2007,184,1.972650802265206e-6
2007,185,1.9286599534737385e-6
2007,186,1.8858393232743856e-6
2007,187,1.8441526575209585e-6
2007,188,1.8035649858228863e-6
2007,189,1.7640425703631559e-6
2007,190,1.7255528569858258e-6
2007,191,1.6880644284423065e-6
2007,192,1.6515469596915312e-6
2007,193,1.6159711751546828e-6
2007,194,1.5813088078303564e-6
2007,195,1.5475325601810213e-6
2007,196,1.5146160667063468e-6
2007,197,1.4825338581231984e-6
2007,198,1.4512613270765163e-6
2007,199,1.4207746953089057e-6
2007,200,1.3910509822207293e-6
2008,1,0.25781966292733477
2008,2,0.15208585467225622
2008,3,0.09809343319705796
2008,4,0.06780860955353955
2008,5,0.049258561348619105
2008,6,0.03712941440269607
2008,7,0.028797879451996036
2008,8,0.0228509408076633
2008,9,0.018473538246676264
2008,10,0.015169176058416441
2008,11,0.012621712104496249
2008,12,0.01062232278790715
2008,13,0.00902874738259675
2008,14,0.007741482777576205
2008,15,0.006689329159474967
2008,16,0.005820315963271727
2008,17,0.005095837942829054
2008,18,0.0044867681407998105
2008,19,0.003970822671164639
2008,20,0.003530737986971387
2008,21,0.00315298724372768
2008,22,0.0028268615178333348
2008,23,0.0025438024168752426
2008,24,0.002296910744071902
2008,25,0.002080580300452366
2008,26,0.0018902218521948185
2008,27,0.0017220528826678851
2008,28,0.0015729358989647294
2008,29,0.0014402529612303663
2008,30,0.0013218075050521576
2008,31,0.0012157469199037536
2008,32,0.001120501049441339
2008,33,0.0010347330046551282
2008,34,9.572995715358255e-4
2008,35,8.872191486352798e-4
2008,36,8.236456340705725e-4
2008,37,7.658470431790019e-4
2008,38,7.131879103527587e-4
2008,39,6.651147351938051e-4
2008,40,6.211438910142249e-4
2008,41,5.808515351789794e-4
2008,42,5.438651548486985e-4
2008,43,5.098564549627086e-4
2008,44,4.7853535273059184e-4
2008,45,4.496448881547212e-4
2008,46,4.2295689595651486e-4
2008,47,3.982683128236998e-4
2008,48,3.7539801673363226e-4
2008,49,3.5418411346432003e-4
2008,50,3.3448160022509074e-4
2008,51,3.161603483550353e-4
2008,52,2.9910335681976677e-4
2008,53,2.832052362322563e-4
2008,54,2.683708896826248e-4
2008,55,2.5451436206231357e-4
2008,56,2.4155783403019066e-4
2008,57,2.2943074046735578e-4
2008,58,2.1806899634407647e-4
2008,59,2.074143154891994e-4
2008,60,1.974136099004827e-4
2008,61,1.8801845903713648e-4
2008,62,1.7918464005326753e-4
2008,63,1.7087171121148246e-4
2008,64,1.63042641799549e-4
2008,65,1.5566348279227383e-4
2008,66,1.4870307328256914e-4
2008,67,1.4213277837215118e-4
2008,68,1.3592625478181506e-4
2008,69,1.3005924092894446e-4
2008,70,1.245093686385238e-4
2008,71,1.1925599401397494e-4
2008,72,1.1428004530446433e-4
2008,73,1.0956388587334336e-4
2008,74,1.0509119060429999e-4
2008,75,1.0084683428286706e-4
2008,76,9.681679066557422e-5
2008,77,9.29880411010011e-5
2008,78,8.934849169944468e-5
2008,79,8.588689816358413e-5
2008,80,8.259279749368945e-5
2008,81,7.94564458695348e-5
2008,82,7.646876208895116e-5
2008,83,7.362127601127362e-5
2008,84,7.090608151409729e-5
2008,85,6.831579352475507e-5
2008,86,6.584350873473273e-5
2008,87,6.348276964658821e-5
2008,88,6.12275316395641e-5
2008,89,5.9072132772519575e-5
2008,90,5.701126607161288e-5
2008,91,5.5039954075756786e-5
2008,92,5.31535254356323e-5
2008,93,5.134759338233725e-5
2008,94,4.961803589983052e-5
2008,95,4.796097745149243e-5
2008,96,4.6372772125560614e-5
2008,97,4.484998807712584e-5
2008,98,4.338939315595457e-5
2008,99,4.198794161979103e-5
2008,100,4.064276184211762e-5
2008,101,3.935114493173871e-5
2008,102,3.811053418908898e-5
2008,103,3.691851533096904e-5
2008,104,3.577280742152803e-5
2008,105,3.4671254452842505e-5
2008,106,3.36118175234328e-5
2008,107,3.259256756756952e-5
2008,108,3.161167859230671e-5
2008,109,3.06674213828781e-5
2008,110,2.97581576404422e-5
2008,111,2.8882334519208726e-5
2008,112,2.8038479532735214e-5
2008,113,2.7225195801697682e-5
2008,114,2.6441157617718454e-5
2008,115,2.568510629991459e-5
2008,116,2.4955846322722882e-5
2008,117,2.4252241695282136e-5
2008,118,2.35732125742301e-5
2008,119,2.291773209320746e-5
2008,120,2.2284823393677597e-5
2008,121,2.1673556842869785e-5
2008,122,2.108304742575423e-5
2008,123,2.051245229896197e-5
2008,124,1.9960968495486275e-5
2008,125,1.9427830769847574e-5
2008,126,1.891230957417808e-5
2008,127,1.841370915639678e-5
2008,128,1.7931365772298055e-5
2008,129,1.7464646003979904e-5
2008,130,1.7012945177590016e-5
2008,131,1.657568587387828e-5
2008,132,1.6152316525512605e-5
2008,133,1.5742310095547624e-05
2008,134,1.5345162831834557e-5
2008,135,1.4960393092527236e-5
2008,136,1.4587540238180832e-5
2008,137,1.422616358625087e-5
2008,138,1.3875841424091987e-5
2008,139,1.3536170076822904e-5
2008,140,1.3206763026671764e-5
2008,141,1.2887250080646665e-5
2008,142,1.2577276583587217e-5
2008,143,1.227650267385101e-5
2008,144,1.1984602579071326e-5
2008,145,1.1701263949591429e-5
2008,146,1.142618722733804e-5
2008,147,1.115908504804323e-5
2008,148,1.0899681674858211e-5
2008,149,1.0647712461530144e-5
2008,150,1.040292334342878e-5
2008,151,1.0165070354819449e-5
2008,152,9.933919170880712e-6
2008,153,9.709244673058464e-6
2008,154,9.490830536436934e-6
2008,155,9.278468837889103e-6
2008,156,9.07195968384483e-6
2008,157,8.871110856587079e-6
2008,158,8.675737478052548e-6
2008,159,8.485661690175646e-6
2008,160,8.300712350871883e-6
2008,161,8.120724744812248e-6
2008,162,7.945540308189634e-6
2008,163,7.775006366726036e-6
2008,164,7.608975886214168e-6
2008,165,7.447307234927592e-6
2008,166,7.289863957272937e-6
2008,167,7.136514558094191e-6
2008,168,6.987132297072417e-6
2008,169,6.841594992696853e-6
2008,170,6.699784835313065e-6
2008,171,6.5615882087815755e-6
2008,172,6.426895520307023e-6
2008,173,6.295601038022631e-6
2008,174,6.167602735937876e-6
2008,175,6.042802145878599e-6
2008,176,5.921104216070325e-6
2008,177,5.80241717603349e-6
2008,178,5.686652407478486e-6
2008,179,5.573724320904577e-6
2008,180,5.463550237623342e-6
2008,181,5.356050276942039e-6
2008,182,5.251147248256462e-6
2008,183,5.148766547816342e-6
2008,184,5.048836059938902e-6
2008,185,4.951286062457773e-6
2008,186,4.856049136205964e-6
2008,187,4.763060078342045e-6
2008,188,4.672255819338246e-6
2008,189,4.58357534345913e-6
2008,190,4.496959612567949e-6
2008,191,4.412351493106165e-6
2008,192,4.329695686099545e-6
2008,193,4.248938660051849e-6
2008,194,4.170028586593724e-6
2008,195,4.092915278761563e-6
2008,196,4.017550131786981e-6
2008,197,3.943886066283654e-6
2008,198,3.871877473723959e-6
2008,199,3.801480164102865e-6
2008,200,3.7326513156919984e-6
2009,1,0.2634554154301374
2009,2,0.1522674918960977
2009,3,0.0970416569986552
2009,4,0.06651339987393189
2009,5,0.04799966899979015
2009,6,0.03598568897562574
2009,7,0.027783604144882228
2009,8,0.021959021822912095
2009,9,0.017690573726227957
2009,10,0.014480922761257085
2009,11,0.012015006276920108
2009,12,0.010085636923372629
2009,13,0.008552222578782942
2009,14,0.007316773179464441
2009,15,0.006309395087937344
2009,16,0.005479219795882841
2009,17,0.004788562067990206
2009,18,0.004209059747917295
2009,19,0.00371906430295066
2009,20,0.0033018407332801245
2009,21,0.0029443030274581517
2009,22,0.0026361111444004235
2009,23,0.0023690165000952654
2009,24,0.002136381097878322
2009,25,0.0019328198237514335
2009,26,0.0017539313095275278
2009,27,0.0015960932939506278
2009,28,0.0014563055037473422
2009,29,0.0013320679255196804
2009,30,0.0012212857006834814
2009,31,0.0011221942355921627
2009,32,0.0010332997956339891
2009,33,9.533320565324517e-4
2009,34,8.812059602948323e-4
2009,35,8.159908639594691e-4
2009,36,7.568854431507506e-4
2009,37,7.031971659244383e-4
2009,38,6.543254181948745e-4
2009,39,6.097475634509203e-4
2009,40,5.690073731932212e-4
2009,41,5.317053826572967e-4
2009,42,4.974908177569126e-4
2009,43,4.660548102895229e-4
2009,44,4.3712467410905373e-4
2009,45,4.1045905878920284e-4
2009,46,3.858438319777267e-4
2009,47,3.630885692255651e-4
2009,48,3.420235521222273e-4
2009,49,3.224971932738299e-4
2009,50,3.043738209413142e-4
2009,51,2.8753176772519217e-4
2009,52,2.718617170932099e-4
2009,53,2.5726526923170704e-4
2009,54,2.436536940003681e-4
2009,55,2.3094684395219588e-4
2009,56,2.190722046588388e-4
2009,57,2.0796406312545356e-4
2009,58,1.9756277802472841e-4
2009,59,1.878141379352634e-4
2009,60,1.7866879582297354e-4
2009,61,1.7008176972637093e-4
2009,62,1.6201200105509403e-4
2009,63,1.5442196313264869e-4
2009,64,1.4727731364737705e-4
2009,65,0.00014054658555143649
2009,66,1.342009116919175e-4
2009,67,1.282137790923581e-4
2009,68,1.2256080934444432e-4
2009,69,1.1721956203315797e-4
2009,70,1.121693585162058e-4
2009,71,1.0739112372031274e-4
2009,72,1.0286724391134588e-4
2009,73,9.858143864933965e-5
2009,74,9.451864535923719e-5
2009,75,9.066491513859026e-5
2009,76,8.700731858874976e-5
2009,77,8.353386059985074e-5
2009,78,8.023340314513228e-5
2009,79,7.709559524944234e-5
2009,80,7.411080939232762e-5
2009,81,7.127008368977184e-5
2009,82,6.856506927202471e-5
2009,83,6.59879823394044e-5
2009,84,6.353156043466402e-5
2009,85,6.118902252044978e-5
2009,86,5.895403249445511e-5
2009,87,5.682066581380371e-5
2009,88,5.478337893464773e-5
2009,89,5.283698130348001e-5
2009,90,5.097660966373195e-5
2009,91,4.919770446528036e-5
2009,92,4.7495988185862686e-5
2009,93,4.586744539245369e-5
2009,94,4.430830438762494e-5
2009,95,4.2815020301068026e-5
2009,96,4.1384259500002e-5
2009,97,4.001288520429916e-5
2009,98,3.869794420301355e-5
2009,99,3.743665457872632e-5
2009,100,3.622639435484999e-5
2009,101,3.5064690988881614e-5
2009,102,3.394921164164703e-5
2009,103,3.287775415893417e-5
2009,104,3.184823870763457e-5
2009,105,3.0858700013677004e-5
2009,106,2.9907280153700196e-5
2009,107,2.8992221856624068e-5
2009,108,2.811186227509007e-5
2009,109,2.7264627190193863e-5
2009,110,2.6449025616056694e-5
2009,111,2.566364477362329e-5
2009,112,2.490714540564216e-5
2009,113,2.417825740712799e-5
2009,114,2.3475775747729442e-5
2009,115,2.279855666436032e-5
2009,116,2.2145514104216106e-5
2009,117,2.1515616399901217e-5
2009,118,2.0907883159859248e-5
2009,119,2.0321382358632665e-5
2009,120,1.9755227612702333e-5
2009,121,1.9208575628771187e-5
2009,122,1.8680623812378358e-5
2009,123,1.8170608025664387e-5
2009,124,1.7677800483964315e-5
2009,125,1.7201507781690268e-5
2009,126,1.674106903868434e-5
2009,127,1.6295854158883986e-5
2009,128,1.586526219374851e-5
2009,129,1.5448719803452498e-5
2009,130,1.5045679809365548e-5
2009,131,1.4655619831809032e-5
2009,132,1.4278041007515054e-5
2009,133,1.3912466781613131e-5
2009,134,1.3558441769339344e-5
2009,135,1.3215530683002147e-5
2009,136,1.2883317320054412e-5
2009,137,1.2561403608409952e-5
2009,138,1.2249408705411515e-5
2009,139,1.1946968147105186e-5
2009,140,1.1653733044703907e-5
2009,141,1.1369369325336795e-5
2009,142,1.1093557014375505e-5
2009,143,1.08259895568116e-5
2009,144,1.0566373175327608e-5
2009,145,1.0314426262860256e-5
2009,146,1.0069878807599608e-5
2009,147,9.832471848502534e-6
2009,148,9.60195695952403e-6
2009,149,9.378095760885813e-6
2009,150,9.160659455809747e-6
2009,151,8.949428391244235e-6
2009,152,8.744191641204927e-6
2009,153,8.544746611438187e-6
2009,154,8.350898664196718e-6
2009,155,8.162460761992561e-6
2009,156,7.9792531292621e-6
2009,157,7.801102930944752e-6
2009,158,7.627843967036752e-6
2009,159,7.459316382239758e-6
2009,160,7.295366389876229e-6
2009,161,7.1358460092945505e-6
2009,162,6.98061281603238e-6
2009,163,6.829529704050664e-6
2009,164,6.682464659391691e-6
2009,165,6.539290544652044e-6
2009,166,6.399884893697368e-6
2009,167,6.264129716079286e-6
2009,168,6.131911310645654e-6
2009,169,6.0031200878648264e-6
2009,170,5.877650400412407e-6
2009,171,5.755400381593937e-6
2009,172,5.636271791201718e-6
2009,173,5.520169868426359e-6
2009,174,5.4070031914651705e-6
2009,175,5.296683543488799e-6
2009,176,5.189125784647212e-6
2009,177,5.084247729812895e-6
2009,178,4.981970031776342e-6
2009,179,4.882216069623887e-6
2009,180,4.784911842043142e-6
2009,181,4.689985865314645e-6
2009,182,4.597369075761572e-6
2009,183,4.506994736441357e-6
2009,184,4.4187983478748105e-6
2009,185,4.332717562618822e-6
2009,186,4.2486921034992695e-6
2009,187,4.16666368533033e-6
2009,188,4.08657593995502e-6
2009,189,4.008374344451105e-6
2009,190,3.932006152353924e-6
2009,191,3.857420327755643e-6
2009,192,3.7845674821475147e-6
2009,193,3.713399813878615e-6
2009,194,3.643871050110799e-6
2009,195,3.575936391155798e-6
2009,196,3.5095524570860785e-6
2009,197,3.4446772365164375e-6
2009,198,3.3812700374585643e-6
2009,199,3.319291440155438e-6
2009,200,3.258703251807253e-6
2010,1,0.27212144712373426
2010,2,0.15796497178515323
2010,3,0.09993774168301876
2010,4,0.06784237905924427
2010,5,0.04847188850546115
2010,6,0.03598511798734666
2010,7,0.027522082518319085
2010,8,0.021556765452940423
2010,9,0.01721740682031841
2010,10,0.013978020802903307
2010,11,0.011506782793793361
2010,12,0.009586467031942643
2010,13,0.008070361730430492
2010,14,0.0068567003966586325
2010,15,0.005873244482748168
2010,16,0.005067670580658678
2010,17,0.0044013995965419645
2010,18,0.003845532783628164
2010,19,0.0033781139571354814
2010,20,0.0029822474567194235
2010,21,0.0026447806786933214
2010,22,0.002355366578196784
2010,23,0.0021057865540707052
2010,24,0.00188945471521716
2010,25,0.0017010504015673527
2010,26,0.0015362426466352245
2010,27,0.001391481387638947
2010,28,0.0012638377013647992
2010,29,0.0011508804404218162
2010,30,0.0010505801686446455
2010,31,9.612337624733663e-4
2010,32,8.814047942258137e-4
2010,33,8.098760665091871e-4
2010,34,7.456115744427898e-4
2010,35,6.877258357481987e-4
2010,36,6.354590181748901e-4
2010,37,5.88156657900981e-4
2010,38,5.452530357283232e-4
2010,39,5.062574843850488e-4
2010,40,4.707430574672501e-4
2010,41,4.3833711107596084e-4
2010,42,4.087134422026833e-4
2010,43,3.815857001182789e-4
2010,44,3.5670184340679553e-4
2010,45,3.3383945956922366e-4
2010,46,3.128017990865824e-4
2010,47,2.934144035795145e-4
2010,48,2.7552222983000366e-4
2010,49,2.5898718916051073e-4
2010,50,2.4368603593490537e-4
2010,51,2.2950855047891247e-4
2010,52,2.1635597107834474e-4
2010,53,2.0413963734067472e-4
2010,54,1.9277981344410409e-4
2010,55,1.822046649197769e-4
2010,56,1.723493668320469e-4
2010,57,1.6315532470950324e-4
2010,58,1.54569492472062e-4
2010,59,1.4654377400600643e-4
2010,60,1.3903449704718673e-4
2010,61,1.3200194971352383e-4
2010,62,1.2540997143890446e-4
2010,63,1.1922559124810839e-4
2010,64,1.1341870731465944e-4
2010,65,1.07961802591498e-4
2010,66,1.0282969202370566e-4
2010,67,9.79992974641589e-5
2010,68,9.344944693430984e-5
2010,69,8.916069531762916e-5
2010,70,8.511516395453386e-5
2010,71,8.129639693476575e-5
2010,72,7.768923216446702e-5
2010,73,7.427968552753767e-5
2010,74,7.105484667006318e-5
2010,75,6.80027851175453e-5
2010,76,6.511246559146436e-5
2010,77,6.237367152782996e-5
2010,78,5.977693591874674e-5
2010,79,5.731347870116563e-5
2010,80,5.497515000698237e-5
2010,81,5.275437866731344e-5
2010,82,5.064412543265509e-5
2010,83,4.863784043101834e-5
2010,84,4.672942443917501e-5
2010,85,4.491319358879242e-5
2010,86,4.3183847170324814e-5
2010,87,4.153643823376553e-5
2010,88,3.996634671738146e-5
2010,89,3.8469254863856616e-5
2010,90,3.704112470835327e-5
2010,91,3.567817744523421e-5
2010,92,3.4376874499933436e-5
2010,93,3.313390015002058e-5
2010,94,3.194614555512582e-5
2010,95,3.081069406932095e-5
2010,96,2.9724807721974228e-5
2010,97,2.868591476419569e-5
2010,98,2.7691598187913875e-5
2010,99,2.6739585133508757e-5
2010,100,2.5827737109888106e-5
2010,101,2.4954040958038832e-5
2010,102,2.411660049549596e-5
2010,103,2.3313628784943328e-5
2010,104,2.254344097534528e-5
2010,105,2.180444766868431e-5
2010,106,2.109514876959404e-5
2010,107,2.041412777897851e-5
2010,108,1.976004649614441e-5
2010,109,1.913164009707913e-5
2010,110,1.85277125593155e-5
2010,111,1.7947132406372022e-5
2010,112,1.7388828747061357e-5
2010,113,1.6851787587055166e-5
2010,114,1.6335048391992008e-5
2010,115,1.5837700883142083e-5
2010,116,1.5358882048213627e-5
2010,117,1.4897773351313918e-5
2010,118,1.4453598127379957e-5
2010,119,1.402561914758073e-5
2010,120,1.3613136343274712e-5
2010,121,1.3215484677095013e-5
2010,122,1.2832032150636498e-5
2010,123,1.246217793904442e-5
2010,124,1.2105350643559732e-5
2010,125,1.1761006653766225e-5
2010,126,1.1428628611917796e-5
2010,127,1.1107723972305212e-5
2010,128,1.0797823649152911e-5
2010,129,1.049848074702541e-5
2010,130,1.020926936817176e-5
2010,131,9.92978349164796e-6
2010,132,9.659635919437566e-6
2010,133,9.398457285138585e-6
2010,134,9.145895121106578e-6
2010,135,8.901612980239325e-6
2010,136,8.665289608861885e-6
2010,137,8.436618167421316e-6
2010,138,8.215305495933645e-6
2010,139,8.00107142133916e-6
2010,140,7.793648104120348e-6
2010,141,7.5927794217202204e-6
2010,142,7.3982203864671884e-6
2010,143,7.209736595870047e-6
2010,144,7.027103713291237e-6
2010,145,6.850106977140966e-6
2010,146,6.6785407368590024e-6
2010,147,6.51220801406676e-6
2010,148,6.3509200873789475e-6
2010,149,6.19449609946349e-6
2010,150,6.042762685030963e-6
2010,151,5.895553618519807e-6
2010,152,5.752709480324176e-6
2010,153,5.614077340484246e-6
2010,154,5.479510458828624e-6
2010,155,5.348868000622103e-6
2010,156,5.222014766831555e-6
2010,157,5.098820938179068e-6
2010,158,4.979161832202272e-6
2010,159,4.862917672591026e-6
2010,160,4.749973370113828e-6
2010,161,4.640218314490111e-6
2010,162,4.53354617660334e-6
2010,163,4.4298547204864356e-6
2010,164,4.329045624545775e-6
2010,165,4.2310243115212645e-6
2010,166,4.13569978671049e-6
2010,167,4.042984484012815e-6
2010,168,3.952794119374956e-6
2010,169,3.865047551244792e-6
2010,170,3.7796666476627015e-6
2010,171,3.6965761596410078e-6
2010,172,3.6157036005027898e-6
2010,173,3.536979130869618e-6
2010,174,3.46033544900592e-6
2010,175,3.3857076862438402e-6
2010,176,3.313033307228549e-6
2010,177,3.242252014737922e-6
2010,178,3.1733056588449625e-6
2010,179,3.1061381502035644e-6
2010,180,3.040695377250761e-6
2010,181,2.976925127129848e-6
2010,182,2.914777010149412e-6
2010,183,2.8542023876034174e-6
2010,184,2.7951543027871485e-6
2010,185,2.7375874150522425e-6
2010,186,2.6814579367530067e-6
2010,187,2.626723572943858e-6
2010,188,2.573343463694868e-6
2010,189,2.5212781289001052e-6
2010,190,2.470489415459407e-6
2010,191,2.420940446720826e-6
2010,192,2.3725955740767177e-6
2010,193,2.3254203306121127e-6
2010,194,2.27938138670909e-6
2010,195,2.2344465075159095e-6
2010,196,2.1905845121943364e-6
2010,197,2.1477652348629346e-6
2010,198,2.105959487158306e-6
2010,199,2.0651390223401712e-06
2010,200,2.025276500869917e-6
2011,1,0.27054172042421687
2011,2,0.15507729049952984
2011,3,0.09787957648944792
2011,4,0.06648347997461944
2011,5,0.04758337812559721
2011,6,0.035405075688723114
2011,7,0.027145906795295348
2011,8,0.021317234647139468
2011,9,0.01707071464617059
2011,10,0.013895099886773917
2011,11,0.01146800003959807
2011,12,0.009578346752266325
2011,13,0.008083524396462413
2011,14,0.006884540032284788
2011,15,0.0059110633588231
2011,16,0.005112102698837682
2011,17,0.0044500201090975225
2011,18,0.0038965893299688485
2011,19,0.0034303393031501366
2011,20,0.0030347272027111826
2011,21,0.0026968588023593867
2011,22,0.0024065773135737148
2011,23,0.0021558048221054405
2011,24,0.001938059765622832
2011,25,0.0017480989569544517
2011,26,0.001581648943503006
2011,27,0.0014352022647559897
2011,28,0.0013058614099098827
2011,29,0.001191218217191563
2011,30,0.0010892598732504045
2011,31,9.982950648572083e-4
2011,32,9.168955323927467e-4
2011,33,8.43849491377646e-4
2011,34,7.781242697013898e-4
2011,35,7.188361529202231e-4
2011,36,6.652259058991456e-4
2011,37,6.16638793402678e-4
2011,38,5.725081881964643e-4
2011,39,5.323420563812212e-4
2011,40,4.957117629347163e-4
2011,41,4.622427579986186e-4
2011,42,4.316067952170209e-4
2011,43,4.0351540395262457e-4
2011,44,3.7771439231638215e-4
2011,45,3.539792012561633e-4
2011,46,3.321109641689697e-4
2011,47,3.119331536759921e-4
2011,48,2.932887188861497e-4
2011,49,2.7603763386125106e-4
2011,50,2.600547919992493e-4
2011,51,2.452281923784737e-4
2011,52,2.3145737330468918e-4
2011,53,2.1865205580366793e-4
2011,54,2.0673096594137877e-4
2011,55,1.956208098974706e-4
2011,56,1.8525537987567486e-4
2011,57,1.755747723742371e-4
2011,58,1.6652470319399463e-4
2011,59,1.5805590593823723e-4
2011,60,1.501236027430955e-4
2011,61,1.4268703763941376e-4
2011,62,1.3570906434326493e-4
2011,63,1.2915578144818355e-4
2011,64,1.2299620898532598e-4
2011,65,1.172020011586034e-4
2011,66,1.1174719077558711e-4
2011,67,1.0660796150227297e-4
2011,68,1.0176244458776193e-4
2011,69,9.719053714767948e-5
2011,70,9.287373947447973e-5
2011,71,8.879500916847897e-5
2011,72,8.493863016365736e-5
2011,73,8.129009496385379e-5
2011,74,7.783599861364809e-5
2011,75,7.456394310884034e-5
2011,76,7.14624511080371e-5
2011,77,6.8520887942907e-5
2011,78,6.572939104304741e-5
2011,79,6.307880599461637e-5
2011,80,6.0560628541998915e-5
2011,81,5.816695192060065e-5
2011,82,5.5890418977911605e-5
2011,83,5.37241786005721e-5
2011,84,5.166184601841234e-5
2011,85,4.969746660329254e-5
2011,86,4.7825482821868366e-5
2011,87,4.6040704037849564e-5
2011,88,4.433827889153909e-5
2011,89,4.271367001294165e-5
2011,90,4.116263085000203e-5
2011,91,3.9681184415947135e-5
2011,92,3.8265603779626224e-5
2011,93,3.691239414046139e-5
2011,94,3.561827634540061e-5
2011,95,3.438017171933914e-5
2011,96,3.319518809303653e-5
2011,97,3.2060606923785075e-5
2011,98,3.0973871414131795e-5
2011,99,2.9932575542954943e-5
2011,100,2.89344539312654e-5
2011,101,2.797737247234799e-5
2011,102,2.705931966236253e-5
2011,103,2.617839857338433e-5
2011,104,2.533281941613001e-5
2011,105,2.4520892644367124e-5
2011,106,2.3741022557291306e-5
2011,107,2.2991701360023475e-5
2011,108,2.2271503645876747e-5
2011,109,2.157908126720647e-5
2011,110,2.0913158564519253e-5
2011,111,2.027252792611488e-5
2011,112,1.965604565288499e-5
2011,113,1.9062628105032485e-5
2011,114,1.8491248109413887e-5
2011,115,1.7940931607971994e-5
2011,116,1.741075452933311e-5
2011,117,1.6899839867103092e-5
2011,118,1.6407354949730304e-5
2011,119,1.593250888801816e-5
2011,120,1.547455018747852e-5
2011,121,1.5032764513731374e-5
2011,122,1.460647260008026e-5
2011,123,1.41950282872412e-5
2011,124,1.3797816685976894e-5
2011,125,1.341425245409841e-5
2011,126,1.3043778179946719e-5
2011,127,1.2685862865063134e-5
2011,128,1.2340000499305892e-5
2011,129,1.2005708722171981e-5
2011,130,1.168252756454603e-5
2011,131,1.1370018265522925e-5
2011,132,1.1067762159341228e-5
2011,133,1.0775359627824774e-5
2011,134,1.0492429114061063e-5
2011,135,1.0218606193350434e-5
2011,136,9.953542697742112e-6
2011,137,9.69690589073274e-6
2011,138,9.448377688943151e-6
2011,139,9.207653927811205e-6
2011,140,8.974443668542706e-6
2011,141,8.748468543752541e-6
2011,142,8.529462139403483e-6
2011,143,8.31716941081162e-6
2011,144,8.111346130638937e-6
2011,145,7.911758366932031e-6
2011,146,7.71818198939505e-6
2011,147,7.530402202205515e-6
2011,148,7.348213101792016e-6
2011,149,7.171417258096632e-6
2011,150,6.999825317940393e-6
2011,151,6.83325562919962e-6
2011,152,6.671533884583604e-6
2011,153,6.514492783881199e-6
2011,154,6.361971713615806e-6
2011,155,6.213816443114892e-6
2011,156,6.069878836062428e-6
2011,157,5.93001657666068e-6
2011,158,5.7940929095818216e-6
2011,159,5.661976392940316e-6
2011,160,5.533540663563788e-6
2011,161,5.408664213884518e-6
2011,162,5.2872301798142674e-6
2011,163,5.16912613900356e-6
2011,164,5.054243918922638e-6
2011,165,4.942479414234267e-6
2011,166,4.833732412960298e-6
2011,167,4.727906430973264e-6
